Date,Equity Share Capital,Reserves,Borrowings,Other Liabilities,Net Block,Capital Work in Progress,Investments,Other Assets,Receivables,Inventory,Cash & Bank,No. of Equity Shares,Face value,Sales,Raw Material Cost,Change in Inventory,Power and Fuel,Other Mfr. Exp,Employee Cost,Selling and admin,Other Expenses,Other Income,Depreciation,Interest,Profit before tax,Tax,Net profit,Dividend Amount,Cash from Operating Activity,Cash from Investing Activity,Cash from Financing Activity,Net Cash Flow,PRICE:,Adjusted Equity Shares in Cr,EBITDA,EBIT,Market Cap,EV,EV/EBITDA,EV/Sales,EPS,BV,P/E,P/B,P/S,EPS/P,Operating Cashflow Per Share,Price/Cashflow,ROE,ROA,ROCE,Net Profit Margin,EBITDA Margin,Operating Margin,Interest_Cov_Rat,Debt_to_Equity,Debt_Service_Coverage,FixAsset_Turn_Rat,Acc_Rec_Rat,COGS,Inv_Turn_Rat,CFO/Sales,CFO/Total Debt,Comp_Name
2015-12-31,96.42,2721.42,17.73,3250.76,2897.85,230.79,1324.92,1632.77,78.42,820.81,499.55,96415716.0,10.0,8175.31,2908.6,-11.97,221.99,718.95,912.75,1615.41,230.71,-390.75,347.26,3.29,813.63,250.36,563.27,467.64,1098.1,-70.48,-498.32,529.3,582.8,96.42,1164.1799999999998,816.92,5619.10792848,5137.287928479999,4.412795210774966,0.6283905966232471,5.841837792989006,124.64464219041693,99.76312603192075,4.675692350335195,0.07128781660878913,0.010023743639308521,11.388716034017838,51.17345961205719,0.19989424523748686,0.07764614739906703,0.2880972785013242,0.06889891637136696,0.1424019394983187,0.09992526277291013,248.30395136778114,0.0062920534877778725,55.384395813510935,2.8211639663888746,104.25031879622546,3861.5099999999998,4.704511397278298,0.13431906557671816,61.9345741680767,Nestle India
2016-03-31,216.0,6063.0,,7641.0,2914.0,386.0,2780.0,7840.0,1064.0,2528.0,2759.0,2163936971.0,1.0,31061.0,12847.0,-87.0,271.0,2822.0,1573.0,6500.0,1212.0,533.0,321.0,15.0,5946.0,1809.0,4137.0,3456.0,3974.0,-51.0,-4008.0,-85.0,869.5,216.39,6282.0,5961.0,188154.31962845,,,,19.118258699570223,244.018854845418,45.48008339376359,3.5632492437964034,0.027993303499565372,0.021987646577999106,18.364989139978743,47.34552214393558,0.6588628762541806,0.2080462660296706,,0.13318953027912817,0.20224719101123595,0.1919126879366408,397.4,,,10.659231297185999,29.19266917293233,16027.0,6.3397943037974684,0.12794179195776054,,Hind. Unilever
2016-03-31,26.61,936.51,959.72,389.82,729.39,1.91,205.39,1375.97,610.93,275.77,12.7,133038765.0,2.0,1642.9,502.14,4.19,28.63,440.98,128.5,252.57,103.28,35.96,43.13,85.1,98.72,25.27,73.45,10.64,-39.03,83.5,-86.61,-42.14,95.35,13.3,226.95,183.82,1268.524624275,2215.5446242750004,9.762258754241024,1.3485572002404287,5.522556390977443,97.02428571428571,17.265554799183118,0.9827436429759854,0.05803761641000669,0.05791878752991551,-2.9345864661654133,-32.49180117858058,0.07626256333582523,0.022880550753080077,0.09559817769549207,0.04470752936879908,0.13813987461196664,0.11188751597784405,2.1600470035252646,0.9964698064623307,0.2172144484217377,2.2524301128340123,2.6891787929877404,967.56,3.50857598723574,-0.023756771562480978,-0.04066811153253032,Radico Khaitan
2016-03-31,34.05,3749.84,2.75,1339.48,1284.09,13.22,2611.51,1217.3,276.94,555.88,156.28,340533823.0,1.0,4554.22,2042.77,48.24,97.25,183.93,331.37,886.85,62.47,49.98,44.91,54.67,948.22,225.55,722.67,195.79,512.1,-99.81,-541.58,-129.29,460.27,102.16,1047.8,1002.89,15673.750271220999,15520.220271220998,14.812197243005343,3.4078767102206298,7.073903680501174,70.75555990602976,65.06591279560519,6.505071836210231,0.10106450720430721,0.015369030526649953,5.012725137039938,91.82031478226907,0.19098599589311527,0.11843166175024582,0.26484957640546763,0.15868139879057225,0.23007232852167878,0.22021114482831305,18.344430217669654,0.0007267653129451437,18.247997213514452,3.546651714443692,16.444789485087025,2275.71,4.093887169892783,0.11244516075200583,186.21818181818182,Godrej Consumer
2016-03-31,804.72,40851.71,42.29,8332.56,14010.97,2419.17,13324.53,20276.61,1686.35,8519.82,5639.2,8047206991.0,1.0,36582.67,13646.55,196.55,541.57,1503.48,2356.97,3883.04,1107.87,1766.94,1000.68,71.93,14434.07,5105.7,9328.37,6840.12,9211.92,-3710.9,-5465.1,35.92,218.83,1207.08,15506.68,14506.0,176097.030584053,170500.120584053,10.995269173288737,4.660680059275417,7.728046194121352,838.5634155151274,28.31634212622355,0.2609582005978323,0.005981794111802119,0.03531529586492415,7.631573715081022,28.674295521454813,0.2239358965710696,0.14700189796380192,0.34787638565404405,0.25499423634196194,0.4238804876735351,0.396526552053199,201.6682886139302,0.0010152094166494825,135.7615128699002,2.6110019506144115,21.69340291161384,15495.05,1.8187062637473561,0.2518110351158076,217.82738235989595,ITC
2016-03-31,24.0,1992.03,0.68,1083.26,641.79,74.5,921.33,1462.35,106.88,384.2,25.81,119975815.0,2.0,7731.7,4645.07,7.12,57.5,603.53,216.24,870.2,222.75,114.64,87.79,1.25,1149.13,385.82,763.31,240.0,878.03,-659.14,-228.3,-9.41,1343.25,24.0,1238.17,1150.38,16115.751349875,16090.621349875,12.995486362837898,2.0811233428450406,31.80458333333333,107.00125,42.23447878319425,12.55359166364879,0.17373281425818385,0.02367733730380296,36.584583333333335,36.71628532054713,0.3786203578319767,0.21548064002529388,0.5704241065894452,0.09872473065431922,0.16014201275269346,0.1487874594203086,920.3040000000001,0.00033729656800742056,641.5388601036269,12.04708705339753,72.34000748502994,5298.98,13.792243623112961,0.11356234721988696,1291.220588235294,Britannia Inds
2016-03-31,22.7,1536.64,660.0,312.32,1893.83,60.25,95.1,482.48,52.74,143.14,72.56,226967619.0,1.0,2149.93,790.41,20.09,11.56,23.45,177.29,477.95,34.3,38.22,252.13,53.75,387.4,55.25,332.15,158.9,534.21,-1293.87,510.9,-248.76,466.15,45.39,693.28,441.15,10580.095559685,11167.535559685,16.10826153889482,5.194371704978767,7.317691121392377,56.55415289711391,63.70178684329369,8.242542344291548,0.2168210127771602,0.01569814677977556,11.769332452081956,39.607174144999156,0.21300678492182587,0.12122926437578702,0.1987753115791181,0.1544934021107664,0.3224663128566977,0.20519272720507178,8.207441860465115,0.42325599292008154,0.9713204903677758,1.13522861080456,40.764694728858544,805.3299999999999,5.626170183037585,0.24847785741861367,0.809409090909091,Emami
2016-03-31,129.02,2409.25,204.36,695.9,459.56,36.54,1595.16,1347.27,192.1,767.56,140.17,1290171198.0,1.0,4860.86,2159.35,-37.06,28.31,620.58,229.51,802.84,154.04,190.56,68.82,15.17,935.74,244.48,691.26,548.34,629.01,-85.91,-549.48,-6.38,244.3,129.02,1019.73,950.91,31518.882367140002,31583.072367140005,30.971994907612803,6.49742481107047,5.35777398852891,147.6934614788405,45.59729479501201,1.6541016613318387,0.05025859621548451,0.021931125618210846,4.875290652611998,50.10983291203638,0.27233509437530284,0.15355123039126398,0.3467146498069371,0.14220940327431772,0.20978386540653302,0.19562587690244113,62.683586025049436,0.0805115295063173,4.6450599006969435,10.577204282357036,25.30380010411244,2845.2999999999997,3.7069414768878004,0.12940302744781787,3.0779506752789194,Marico
2016-03-31,26.44,2119.18,806.19,1409.95,1797.36,60.84,25.47,2478.09,1118.81,687.35,11.47,264405149.0,1.0,4838.81,789.21,11.07,157.1,1521.89,334.29,1044.2,273.55,48.37,243.51,81.07,453.43,155.56,297.87,30.41,539.05,-245.25,-296.67,-2.87,827.35,26.44,778.01,534.5,21875.560002514998,22670.280002514995,29.13880284638372,4.685094062902861,11.265885022692888,106.59052950075642,73.43852687413974,7.761946618288717,0.17098212163734472,0.01361683087289888,20.387670196671706,40.580899731008266,0.13882700571396614,0.048683103022775,0.18107534021498675,0.06155852368660889,0.16078539971604588,0.11046104310770623,6.593067719254965,0.3757375490534205,0.8768681108130649,2.692176303022211,4.324961342855356,2457.13,3.574787226303921,0.11140135694519931,0.6686389064612559,United Breweries
2016-03-31,63.11,3373.57,435.28,547.43,198.55,10.1,2798.53,1412.21,109.7,890.0,65.87,631129729.0,1.0,2986.79,1900.51,3.92,,62.85,168.62,297.14,262.8,108.59,22.79,67.71,316.88,90.39,226.49,142.0,131.62,217.59,-153.88,195.33,121.25,63.11,407.38,384.59,7652.447964125,8021.857964125,19.691339692977074,2.685779035059378,3.5888131833306924,116.56539534146728,33.78554240805334,1.0401886395598763,0.04059542184083916,0.029598459243964474,2.085564886705752,58.13772602947879,0.06590372103309007,0.04136909436953639,0.09932695585698198,0.0758305739606735,0.13639392123316335,0.12876365596509964,5.6799586471717625,0.12665712257178438,0.8099166981450924,15.043011835809619,27.226891522333638,,,0.0440673766819897,0.30238007719169274,Tata Consumer
2016-03-31,27.2,1003.84,,971.85,1008.14,78.37,31.16,885.22,101.54,291.53,288.66,271985634.0,1.0,3868.19,1480.51,4.25,37.84,154.29,263.29,904.71,92.28,7.17,111.41,,835.28,254.11,581.17,272.0,688.73,-236.61,-391.45,60.67,830.85,27.2,,,22597.92640089,,,,21.36654411764706,64.10588235294118,38.88555844245229,12.960589098917232,0.21479037999684608,0.025716488075641884,25.320955882352944,32.81274229378711,0.5636735723153321,0.22299088729016786,,0.15024339548988028,,,,,,3.8369571686472117,38.09523340555446,1668.3899999999999,5.722875861832401,0.17804968215108358,,Colgate-Palmoliv
2016-03-31,175.91,2918.38,87.23,1248.21,638.81,24.96,2570.31,1195.65,420.69,615.56,55.63,1759141170.0,1.0,5340.04,2150.59,23.77,47.77,716.49,431.89,733.72,185.27,194.36,72.83,10.26,1209.35,272.09,937.26,395.8,960.3,-494.33,-455.04,10.93,249.9,175.91,1292.4399999999998,1219.61,43960.9378383,43992.537838300006,34.03835987612579,8.238241256301452,5.328065488033654,192.50018816440226,46.90257665962486,1.2981805492396516,0.04679740226664969,0.02132079026824191,5.459041555340799,45.77726647922525,0.3028998574794218,0.170514768086016,0.38334192461464955,0.17551553920944413,0.2420281496018756,0.22838967498370796,118.87037037037037,0.028190635008354097,13.257154579956916,8.359355676961851,12.693527300387458,2891.0800000000004,4.696666450061733,0.17983011363210763,11.008827238335433,Dabur India
2016-03-31,145.3,1568.7,4204.1,2274.4,1076.2,244.9,992.4,5879.0,2314.0,1899.9,12.7,145327743.0,10.0,8248.2,5036.5,195.9,30.0,136.8,645.5,1572.8,1143.8,985.4,101.7,446.9,315.5,193.6,121.9,,226.6,705.4,-1109.3,-177.3,499.88,72.66,864.1,762.4,7264.643217084,11456.043217084,13.25777481435482,1.388914334895371,1.677676851087256,166.88959537572256,297.95964561115665,2.995273605131633,0.06060473800344317,0.0033561591803778026,3.1186347371318472,160.2880882612533,0.07112018669778297,0.010012978265512312,0.12882512968689275,0.014778982080938871,0.10476225115782836,0.09243228825683178,1.70597449093757,2.4528004667444576,0.18578800258009032,7.664188812488385,3.5644770959377703,5007.400000000001,2.635612400652666,0.02747266070172886,0.05389976451559192,United Spirits
2016-06-30,32.46,1619.32,,514.63,317.43,34.72,,1814.26,149.62,127.48,1073.18,32460736.0,10.0,2275.39,895.48,10.71,11.37,82.62,117.68,526.9,43.71,85.1,51.67,6.27,635.5,213.0,422.5,116.86,352.46,221.05,-121.7,451.81,6263.15,3.25,693.4399999999999,641.77,20330.645867839998,,,,130.0,530.7123076923077,48.17807692307692,11.801403338908809,2.7525610994159244,0.020756328684447923,108.44923076923077,57.75190801793111,0.2557846686604754,,,0.18568245443638234,0.3047565472292662,0.28204835215062035,102.35566188197768,,,7.168163059572189,15.207793075792004,978.76,7.677753373078129,0.15490091808437234,,P & G Hygiene
2016-12-31,182.31,1954.42,1459.67,1003.24,2991.53,68.94,500.53,1038.64,47.14,359.97,14.94,182312525.0,10.0,2979.6,1382.71,16.84,124.2,121.74,280.49,361.77,22.54,50.17,249.46,389.49,114.21,24.71,89.5,,751.66,-1108.5,352.78,-4.06,56.38,123.06,753.16,503.7,1027.87801595,2472.60801595,3.2829784055844713,0.8298456222143913,0.7272875020315294,198.19184625385992,77.52092513966481,0.2844718441533866,0.018922002953416568,0.012899742852634432,6.108077360637087,9.230400447010618,0.041886433943455655,0.01807076876482762,0.1400567233900567,0.030037588938112498,0.2527721841857967,0.16904953685058396,1.293229607948856,0.683132637254122,0.40729844902550344,0.9960120740891784,63.207467119219345,1611.8100000000002,4.477623135261272,0.2522687609075044,0.5149520097008228,Varun Beverages
2016-12-31,96.42,3185.91,33.15,3494.98,2730.14,188.17,1755.66,2136.49,97.93,940.06,880.0,96415716.0,10.0,9141.34,3227.26,7.66,232.79,850.85,901.57,1751.78,334.91,140.12,353.67,90.91,1545.38,544.02,1001.36,607.45,1465.91,-125.9,-665.61,674.4,602.84,96.42,1989.9600000000003,1636.2900000000002,5812.325023344,4965.475023344,2.495263735624836,0.5431889660973117,10.385397220493674,129.4620037336652,58.04688903091795,4.656501387389217,0.06594656800862893,0.01722745209424337,15.203381041277744,39.65170631212012,0.30507596737683296,0.1172514250118263,0.4935303485468168,0.1095419271135304,0.2176879976021021,0.17899892138351708,17.999010009899905,0.010099532953724946,16.04030307915525,3.3483044825540085,93.34565505973654,4303.240000000001,4.577622704933729,0.1603605160731359,44.22051282051282,Nestle India
2017-03-31,216.0,6274.0,,8261.0,4024.0,203.0,3779.0,6745.0,928.0,2362.0,1671.0,2164349639.0,1.0,31890.0,13165.0,-156.0,257.0,2771.0,1620.0,6508.0,1366.0,767.0,396.0,22.0,6396.0,1906.0,4490.0,3672.0,4953.0,-752.0,-4264.0,-63.0,911.75,216.43,6814.0,6418.0,197334.578335825,,,,20.745737651896686,244.9885875340757,43.948786748329624,3.7216019292049016,0.02859046723110693,0.022753756678800863,22.884997458762648,39.840511306279026,0.6918335901386748,0.2301501870931365,,0.1407964879272499,0.2136719974913766,0.20125431169645658,291.72727272727275,,,7.924950298210735,34.36422413793103,16349.0,6.921676545300593,0.1553151458137347,,Hind. Unilever
2017-03-31,27.2,1246.6,,1036.85,1108.11,166.59,31.16,1004.79,129.9,292.55,294.3,271985634.0,1.0,3981.82,1470.75,-5.58,44.04,167.06,289.37,950.47,111.0,41.12,133.24,,851.43,274.0,577.43,272.0,688.0,-342.1,-340.58,5.32,995.5,27.2,,,27076.1698647,,,,21.229044117647057,73.03088235294118,46.89330308435655,13.631219669358249,0.25001130136470257,0.02132500664756108,25.294117647058822,39.35697674418605,0.45331292196577166,0.20184143651623138,,0.14501660044904088,,,,,,3.5933436211206473,30.652963818321787,1687.4299999999998,5.768005469150571,0.1727853092304524,,Colgate-Palmoliv
2017-03-31,26.61,1003.28,799.04,391.84,703.82,2.2,205.39,1309.36,624.01,293.63,14.07,133038765.0,2.0,1657.2,535.29,-4.42,27.75,427.73,141.36,272.61,34.5,17.74,41.7,80.73,108.85,28.78,80.07,10.64,251.91,3.11,-233.98,21.05,137.8,13.3,231.27999999999997,189.57999999999998,1833.2741817,2618.2441817,11.320668374697338,1.5799204572169925,6.020300751879699,102.04458646616541,22.889221930810546,1.3503901066392179,0.08315230509292783,0.04368868470159433,18.940601503759396,7.275376126394349,0.07774616706638574,0.025416788348972152,0.10365623615994052,0.04831643736422882,0.13956070480328261,0.11439777938691768,2.3483215657128698,0.775849848042024,0.2628868908919376,2.354579295842687,2.6557266710469385,995.1899999999999,3.3892654020365764,0.15200941346850108,0.31526581898277933,Radico Khaitan
2017-03-31,1214.74,44126.22,25.84,8849.15,14880.24,3537.02,18585.29,17213.4,2207.5,7863.99,2747.27,12147383071.0,1.0,40079.67,15332.13,-644.17,550.32,1607.31,2444.31,3789.33,1106.68,1980.91,1038.04,45.33,15502.96,5302.06,10200.9,5770.02,10002.02,-2780.33,-7137.62,84.07,280.3,1214.74,16586.329999999998,15548.289999999999,340491.14748013,337769.71748013,20.3643432561712,8.427457548431164,8.397599486309828,1251.065649933319,33.37858639923928,0.22404899376378834,0.006993570555845396,0.029959327457402166,8.233877208291487,34.042285658297025,0.22498200302772592,0.16064993860406576,0.34272397436010477,0.25451556861620867,0.4138339961381917,0.3879345812977003,343.0022060445621,0.0005699041220124144,233.05226921455667,2.6934827664069934,18.15613590033975,18133.929999999997,2.3059452008458807,0.249553451912154,387.0750773993808,ITC
2017-03-31,34.06,4339.55,148.97,1639.53,1283.5,39.35,3654.91,1184.35,209.33,561.92,98.45,340600816.0,1.0,4748.01,2051.03,3.79,68.89,194.1,299.01,921.5,80.96,63.6,56.68,36.06,1107.17,259.45,847.72,510.9,1177.18,-1008.57,-121.18,47.43,557.14,102.18,1199.91,1143.23,18976.233862623998,19026.753862624,15.856817480164343,4.00731124463175,8.296339792522998,76.52966138187512,67.15491577407634,7.280053118488645,0.11734179161374975,0.014890942658080551,11.520649833626933,48.36011926808134,0.1938261527662503,0.12123344287990206,0.25278270367798905,0.1785421681925691,0.25271850733254564,0.24078087451374364,31.703549639489736,0.03406110741469861,6.484948386748095,3.699267627580834,22.681937610471504,2310.23,4.111314777904329,0.24793123856099714,7.902127945223871,Godrej Consumer
2017-03-31,145.3,1792.5,4040.7,2818.0,1187.2,85.1,323.8,7200.4,2960.5,1853.8,52.3,145327743.0,10.0,8547.6,3055.5,-44.4,27.3,1922.6,670.3,1823.1,33.4,-215.1,132.3,369.0,254.6,84.7,169.9,,673.3,-88.9,-545.3,39.1,434.94,72.66,755.9000000000001,623.6,6320.8848540419995,10309.284854042,13.638424201669531,1.2061028656046142,2.3382879163225985,169.96969446738234,186.00788934667452,2.5589267625792327,0.05088445879545135,0.005376116053530599,9.266446462978255,46.93708658844497,0.08767674682629786,0.012512888496096629,0.104307100443255,0.019876924516823435,0.08843418035471946,0.07295615143432074,1.6899728997289973,2.0851997110124882,0.1714175567498923,7.199797843665769,2.887214997466644,5049.799999999999,2.724026324306829,0.07877064907108428,0.16662954438587374,United Spirits
2017-03-31,176.15,3481.73,283.75,1275.39,993.33,28.25,3054.15,1141.29,333.25,599.27,26.16,1761520510.0,1.0,5290.65,2129.17,8.19,50.61,732.62,425.95,747.9,100.24,273.66,75.43,16.23,1294.35,296.02,998.33,396.34,926.94,-678.94,-273.66,-25.66,277.35,176.15,1386.01,1310.58,48855.77134485001,49113.361344850004,35.43506998134934,9.283048650893559,5.66749929037752,195.9157110417258,48.93692716837118,1.4156598188336742,0.05242267018230275,0.02043446652380573,5.2622196991200685,52.70589520357305,0.2729258477588111,0.1623974168151022,0.3324969619167705,0.1886970410063036,0.261973481519284,0.24771625414646595,80.75046210720886,0.07757225496735815,4.620341356090406,5.326175591193259,15.875918979744934,2904.21,4.846246266290654,0.17520342490998272,3.266748898678414,Dabur India
2017-03-31,63.11,3721.44,32.26,598.73,214.48,11.5,2971.67,1217.89,99.62,764.19,20.78,631129729.0,1.0,3063.89,1723.45,1.79,,239.91,187.82,337.02,214.83,96.34,23.7,49.1,386.19,110.19,276.0,148.31,506.9,60.42,-612.28,-44.96,150.55,63.11,458.99,435.29,9501.658070095002,9513.138070095001,20.726242554510993,3.1049215442117704,4.373316431627317,122.0775170337506,34.42467572463769,1.2332328151659382,0.04913688154600851,0.02904893013369191,8.032007605767706,18.7437571513119,0.07292808920479317,0.052187428502277526,0.11404549872799537,0.09008156298039421,0.1498062920013447,0.1420710273541152,8.865376782077393,0.00852413100632836,5.641470009832842,14.285201417381574,30.755771933346715,,,0.16544327635783268,15.712957222566645,Tata Consumer
2017-03-31,22.7,1689.86,434.7,293.71,1952.38,19.94,128.15,340.5,34.13,169.2,8.53,226967619.0,1.0,2301.71,771.43,13.2,14.51,31.5,200.68,525.47,32.09,44.97,304.67,57.62,421.91,75.55,346.37,158.9,714.71,-260.55,-518.57,-64.41,532.18,45.39,784.2,479.53000000000003,12078.762747941999,12504.932747941999,15.946101438334606,5.4328880475568155,7.630975985899978,59.92978629654108,69.73944106013799,8.880058363076715,0.23121070856015744,0.014339088251907208,15.745979290592642,33.79783436638636,0.20225276778623816,0.13155505926947195,0.22332181477790303,0.15048377076173802,0.3407032163043998,0.20833641075548182,8.322283929191254,0.25383052272621104,1.5928664283392917,1.1789252092318094,67.4394960445356,804.2399999999999,4.7531914893617015,0.3105126188790074,1.6441453876236487,Emami
2017-03-31,24.0,2557.98,0.62,1113.54,839.32,29.77,599.91,2227.14,126.41,602.61,53.55,120000815.0,2.0,8414.37,5247.56,49.25,75.04,609.91,241.68,837.81,245.76,143.07,96.43,1.34,1251.16,407.47,843.69,264.0,401.94,-115.49,-283.8,2.65,1687.0,24.0,1348.93,1252.5,20244.1374905,20191.2074905,14.968313767578747,2.399610130110751,35.15375,130.58249999999998,47.989190342424344,12.919035858556853,0.20049035162466114,0.020838026081802016,16.7475,100.7314524555904,0.32676085794622733,0.18963843072731934,0.4849763803918532,0.1002677562313043,0.1603126556117689,0.14885249876104806,934.7014925373134,0.00024012579493257113,688.2295918367347,10.025222799409045,66.56411676291434,5883.26,9.762964438027913,0.04776828211737777,648.2903225806451,Britannia Inds
2017-03-31,129.05,2795.19,108.35,730.42,519.35,7.94,1664.25,1571.47,227.61,1082.96,77.21,1290471198.0,1.0,4850.75,2128.32,47.44,26.46,615.62,252.74,849.72,68.78,261.86,64.1,12.59,1141.72,299.02,842.7,451.68,470.69,87.48,-560.01,-1.84,294.85,129.05,1218.4099999999999,1154.31,38049.54327303,38080.68327303,31.254408017851137,7.850473282075968,6.530027121270825,150.7097442851608,45.15295182152605,1.9564096628158871,0.060784414781219404,0.022146946315993978,3.647345989926385,80.83960249845971,0.28817744097611686,0.16385856091466797,0.38063503473928223,0.17372571251868268,0.25117971447714266,0.23796526310364374,91.68467037331214,0.03705236232320192,10.074499751943112,9.340040435159333,21.31167347656078,2722.96,2.5143680283666985,0.09703447920424677,4.344162436548223,Marico
2017-03-31,26.44,2306.08,594.02,1547.43,1725.55,137.18,25.5,2585.74,1295.35,750.14,21.55,264405149.0,1.0,4734.12,860.11,20.32,136.05,1486.09,352.09,1088.41,190.45,51.53,286.95,58.65,347.17,117.84,229.33,30.41,543.88,-233.53,-301.09,9.26,770.8,26.44,692.77,405.82,20380.348884919997,20952.818884919998,30.244985904297238,4.4259163022737065,8.673600605143722,113.65936459909227,88.86736144420702,6.781667333077418,0.16281801052782777,0.011252725227223304,20.57034795763994,37.47141281164963,0.09831855675406857,0.03581138162630801,0.1386688717734936,0.04844194908451835,0.14633553860062692,0.08572237290140512,6.919352088661552,0.25466877025706103,1.0614399313588798,2.7435426385790036,3.6547033620257077,2461.93,3.281960700669208,0.11488513176683313,0.9155920676071513,United Breweries
2017-06-30,32.46,493.66,,634.0,285.71,40.84,,833.57,132.8,177.35,116.83,32460736.0,10.0,2320.4,966.08,51.11,11.23,90.45,114.43,487.75,26.89,67.25,59.74,10.42,671.77,239.04,432.73,1262.69,445.26,149.29,-1558.7,-964.15,8023.15,3.25,741.93,682.1899999999999,26043.73540384,,,,133.14769230769232,184.35538461538462,60.25752201141589,43.52001986130467,3.4576581623857954,0.01659543848833592,137.00307692307692,58.561823429007774,0.8224929673838668,,,0.18648939837958972,0.31974228581279085,0.29399672470263744,65.46928982725527,,,8.121521822827344,17.47289156626506,1016.65,5.732449957710742,0.19188932942596104,,P & G Hygiene
2017-12-31,182.59,2114.21,2087.07,914.68,3278.0,11.97,627.19,1381.39,94.69,315.67,31.27,182586940.0,10.0,3062.59,1470.51,66.2,130.38,125.79,319.47,326.71,31.18,45.54,273.64,192.45,304.2,68.6,235.6,45.65,499.56,-809.45,326.29,16.4,96.78,123.26,770.29,496.65,1767.07640532,3822.8764053200002,4.962905406171702,1.2482494899153984,1.9114067824111634,199.7424419925361,50.63286417657046,0.48452396513514356,0.031600703979311626,0.019750018417143658,4.052896316728866,23.879219312995435,0.10257749912922326,0.04112977701585661,0.11329031198461631,0.07692835149334386,0.25151587381921836,0.16216666285725478,2.5806703039750585,0.9086859979101358,0.3379176317821296,0.9342861500915193,32.34333086915197,1660.4799999999998,5.260176766876801,0.1631168390153432,0.23935948482801245,Varun Beverages
2017-12-31,96.42,3324.17,35.14,3906.86,2616.18,94.16,1978.87,2673.38,88.97,902.47,1457.42,96415716.0,10.0,10009.6,3696.99,79.56,288.44,897.84,1017.45,1823.98,267.93,176.92,342.25,91.9,1839.3,614.11,1225.19,829.21,1817.79,-130.56,-996.62,690.61,787.09,96.42,2273.45,1931.2,7588.784590644001,6166.504590644001,2.7123994768497224,0.6160590423837117,12.706803567724538,130.8959386019498,61.942407136852246,6.013097185494154,0.0786335118286445,0.016144028723175923,18.852831362787803,41.74916673543149,0.3581808986169053,0.1260835068213463,0.5588399556678328,0.12240149456521739,0.2271269581202046,0.19293478260869565,21.014145810663763,0.010273081544411929,17.895544710327453,3.826036434801887,112.50533887827358,4803.709999999999,5.322847296863053,0.1816046595268542,51.729937393284004,Nestle India
2018-03-31,1220.43,50179.64,17.99,10963.25,15565.99,5025.58,23397.22,18392.52,2357.01,7237.15,2594.88,12204294911.0,1.0,40619.65,14748.19,-1041.85,620.92,1620.68,2487.46,3571.09,951.05,2528.26,1145.37,109.6,16851.7,5628.45,11223.25,6285.21,12650.85,-6691.24,-6019.85,-60.24,255.5,1220.43,18106.67,16961.3,311819.73497605,309242.84497604996,17.07894632066802,7.613134159847511,9.196143982039118,1261.5463606269923,27.78338404651059,0.20252921967371515,0.006290059121632018,0.03599273574183608,10.365895626951156,24.64813550077663,0.2183508699501771,0.1613816538612465,0.32987047741591186,0.2763010021011998,0.4457613494946411,0.4175639130322393,154.75638686131387,0.0003499995233469526,141.91292421036133,2.6095127903846786,17.233550133431763,18031.64,2.4915387963493916,0.3114465535769018,703.2156753752085,ITC
2018-03-31,24.01,3211.27,9.51,1382.51,1031.27,200.28,1186.13,2209.62,230.32,594.58,97.25,120059148.0,2.0,9304.06,5777.63,4.18,94.98,579.92,294.87,876.57,273.79,155.93,119.76,1.45,1445.2,497.31,947.89,300.12,1182.58,-822.78,-304.27,55.53,2485.3,24.01,1566.41,1446.65,29838.30005244,29750.56005244,18.99283077383316,3.1975890151654225,39.4789670970429,157.7571886713869,62.95250820242856,15.753957210640694,0.26711994548616413,0.01588499058344783,49.2536443148688,50.45921037054576,0.2929854603001904,0.17720319227095044,0.44583778919437,0.10187917962695855,0.1683576847096859,0.15548588465680577,997.6896551724138,0.00293946737222126,142.92062043795622,9.021943816847187,40.396231330323026,6448.349999999999,10.84521847354435,0.12710365152417333,124.35120925341745,Britannia Inds
2018-03-31,26.44,2662.01,312.06,1718.54,1705.05,72.27,25.57,2916.16,1498.35,806.44,20.16,264405149.0,1.0,5628.73,1088.11,-22.86,147.85,1704.73,394.63,1144.08,224.77,12.38,259.6,47.65,606.83,212.84,393.99,52.88,562.01,-195.92,-363.44,2.65,947.85,26.44,914.08,654.48,25061.642047965,25353.542047965002,27.736677367369378,4.504309506401089,14.901285930408472,127.12116490166414,63.60860427929643,7.456272137949797,0.16839500206973868,0.015721143567451044,21.25605143721634,44.5920072596573,0.14654912682028678,0.05651251554492214,0.21812291910375234,0.06999625137464402,0.16239542490046602,0.11627489682397274,13.735152151101785,0.11607431791552753,2.5411581551805624,3.3012111081786455,3.7566189475089264,2963.5499999999997,3.6748549179108174,0.09984667944634047,1.8009677626097544,United Breweries
